user_id,session_start_dttm,test_high_contrast_bucket,desktop_flag,satisfaction_metric,session_duration_min,purchase_flag,purchase_amount_rub,rfm_category
12796,2025-01-08 13:38:52,,1,,4,1,168,неактивные
74940,2025-01-08 13:39:47,,1,,4,0,0,почти потерянные
74635,2025-01-08 13:43:41,,0,,8,0,0,почти потерянные
88556,2025-01-08 13:47:13,,1,,10,1,300,почти потерянные
78289,2025-01-08 13:47:35,,0,,5,1,119,лояльные
39012,2025-01-08 14:16:02,,0,,6,0,0,лояльные
93906,2025-01-08 14:20:30,,0,,4,0,0,лояльные
80956,2025-01-08 14:29:53,,0,,6,0,0,неактивные
76944,2025-01-08 14:31:26,,0,,6,0,0,неактивные
9197,2025-01-08 14:38:51,,0,,6,0,0,почти потерянные
26966,2025-01-08 14:41:06,,0,,6,0,0,лояльные
68427,2025-01-08 14:49:48,,0,,8,0,0,лояльные
68427,2025-01-08 14:52:18,,1,,5,0,0,лояльные
39101,2025-01-08 15:02:35,,0,,7,0,0,лояльные
6852,2025-01-08 15:13:13,,1,,8,0,0,неактивные
87925,2025-01-08 15:17:26,,0,,4,1,261,лояльные
56162,2025-01-08 15:32:12,,0,,3,1,111,неактивные
77116,2025-01-08 15:37:07,,1,,7,0,0,неактивные
28041,2025-01-08 15:42:16,,0,,8,0,0,лояльные
9197,2025-01-08 15:59:30,,1,,8,0,0,почти потерянные
99972,2025-01-08 16:17:15,,0,,9,1,223,неактивные
16855,2025-01-08 16:18:09,,0,,6,0,0,почти потерянные
2390,2025-01-08 16:20:50,,1,,5,0,0,лояльные
97476,2025-01-08 16:30:56,,0,,2,0,0,лояльные
39012,2025-01-08 16:33:42,,0,,5,1,414,лояльные
88849,2025-01-08 16:39:04,,0,,2,0,0,почти потерянные
74036,2025-01-08 16:43:54,,0,,5,1,275,неактивные
5734,2025-01-08 17:04:15,,1,,8,0,0,лояльные
98975,2025-01-08 17:14:06,,0,,3,0,0,лояльные
57866,2025-01-08 17:26:30,,0,,3,1,240,почти потерянные
27479,2025-01-08 17:27:07,,0,,6,1,150,неактивные
55974,2025-01-08 17:38:48,,0,,7,0,0,
10213,2025-01-08 18:26:34,,0,,6,1,269,почти потерянные
42624,2025-01-08 18:29:23,,1,,7,0,0,лояльные
84565,2025-01-08 18:31:10,,1,,5,0,0,лояльные
64936,2025-01-08 18:54:47,,0,,8,0,0,неактивные
63739,2025-01-08 19:09:32,,0,,5,0,0,новые
93781,2025-01-08 19:13:50,,1,,7,1,242,неактивные
88556,2025-01-08 19:20:43,,0,,8,1,346,почти потерянные
67503,2025-01-08 19:51:53,,0,,4,0,0,лояльные
82287,2025-01-08 20:07:36,,1,,13,0,0,почти потерянные
43137,2025-01-08 20:38:23,,0,,2,0,0,лояльные
49805,2025-01-08 20:38:25,,0,,6,0,0,неактивные
60925,2025-01-08 20:45:30,,1,,6,0,0,лояльные
82310,2025-01-08 21:07:23,,0,,7,0,0,ушедшие
45562,2025-01-08 21:08:49,,0,,8,0,0,крупные неактивные
44880,2025-01-08 21:10:37,,0,,4,0,0,лояльные
88460,2025-01-08 21:29:13,,0,,4,0,0,лояльные
82804,2025-01-08 21:32:42,,0,,4,0,0,неактивные
90790,2025-01-08 21:46:31,,0,,5,0,0,лояльные
37258,2025-01-08 21:53:12,,0,,3,1,130,неактивные
40240,2025-01-08 22:23:09,,1,,2,0,0,неактивные
50470,2025-01-08 22:40:15,,0,,7,1,137,почти потерянные
18946,2025-01-08 22:49:14,,0,,4,0,0,лояльные
78431,2025-01-08 23:02:36,,1,,5,1,228,почти потерянные
10813,2025-01-08 23:02:54,,1,,6,0,0,лояльные
92405,2025-01-08 23:08:25,,0,,4,1,150,лояльные
2180,2025-01-08 23:13:36,,1,,4,0,0,
55219,2025-01-08 23:18:02,,1,,5,0,0,неактивные
41379,2025-01-08 23:30:37,,0,,8,0,0,лояльные
5227,2025-01-08 23:31:58,,1,,10,0,0,лояльные
67499,2025-01-09 00:21:20,,1,,5,1,238,почти потерянные
54791,2025-01-09 00:23:56,,0,,8,0,0,
95565,2025-01-09 00:55:57,,0,,5,0,0,лояльные
12914,2025-01-09 00:56:39,,0,,7,0,0,почти потерянные
49769,2025-01-09 01:40:59,,1,,6,0,0,лояльные
77115,2025-01-09 01:46:57,,0,,11,1,207,почти потерянные
24609,2025-01-09 01:55:22,,1,,7,1,235,неактивные
97773,2025-01-09 01:59:45,,0,,9,0,0,неактивные
12529,2025-01-09 02:39:42,,0,,6,0,0,лояльные
68453,2025-01-09 02:46:24,,1,,7,0,0,лояльные
73787,2025-01-09 02:46:46,,0,,9,1,148,лояльные
23863,2025-01-09 02:58:11,,1,,11,0,0,почти потерянные
10666,2025-01-09 03:01:24,,0,,2,1,215,новые
73787,2025-01-09 03:01:51,,0,,8,1,238,лояльные
22406,2025-01-09 03:02:14,,0,,3,1,265,лояльные
73968,2025-01-09 03:27:00,,1,,6,0,0,лояльные
38206,2025-01-09 03:29:47,,0,,9,0,0,лояльные
86503,2025-01-09 04:08:58,,0,,4,1,267,
65536,2025-01-09 04:39:26,,0,,6,0,0,лояльные
28970,2025-01-09 04:40:59,,0,,4,0,0,неактивные
65921,2025-01-09 04:54:17,,0,,4,1,170,неактивные
79713,2025-01-09 05:45:25,,0,,10,0,0,почти потерянные
43754,2025-01-09 06:10:08,,1,,4,1,282,неактивные
56926,2025-01-09 06:52:09,,0,,5,0,0,почти потерянные
13285,2025-01-09 07:01:26,,1,,9,0,0,лояльные
14017,2025-01-09 07:24:30,,0,,5,0,0,новые
26822,2025-01-09 08:01:23,,0,,5,0,0,почти потерянные
78810,2025-01-09 08:09:40,,0,,6,1,238,лояльные
8885,2025-01-09 08:10:24,,1,,12,1,127,лояльные
18105,2025-01-09 08:14:26,,0,,8,0,0,неактивные
50857,2025-01-09 08:30:07,,1,,5,0,0,почти потерянные
43389,2025-01-09 08:49:42,,0,,8,0,0,лояльные
46342,2025-01-09 08:53:47,,0,,9,0,0,почти потерянные
1890,2025-01-09 08:59:25,,1,,2,0,0,почти потерянные
36219,2025-01-09 09:01:17,,0,,5,0,0,лояльные
87152,2025-01-09 09:03:03,,0,,9,0,0,новые
74520,2025-01-09 09:04:29,,1,,6,0,0,новые
36762,2025-01-09 09:05:41,,0,,3,0,0,лояльные
85626,2025-01-09 09:11:43,,0,,5,1,141,лояльные
82724,2025-01-09 09:37:09,,1,,8,0,0,почти потерянные
88880,2025-01-09 09:52:38,,1,,9,0,0,новые
35481,2025-01-09 10:26:50,,1,,2,1,121,лояльные
64959,2025-01-09 10:49:29,,0,,6,1,254,почти потерянные
24722,2025-01-09 10:54:27,,0,,5,0,0,лояльные
58454,2025-01-09 10:56:43,,0,,5,0,0,лояльные
97065,2025-01-09 10:56:58,,0,,8,0,0,почти потерянные
95489,2025-01-09 11:04:20,,0,,9,0,0,неактивные
83235,2025-01-09 11:06:57,,0,,5,1,628,почти потерянные
29017,2025-01-09 11:24:26,,0,,4,0,0,почти потерянные
68899,2025-01-09 11:26:37,,0,,6,0,0,почти потерянные
5080,2025-01-09 11:40:26,,0,,7,0,0,неактивные
93991,2025-01-09 12:11:32,,1,,3,0,0,лояльные
41909,2025-01-09 12:12:47,,0,,8,0,0,почти потерянные
36828,2025-01-09 12:14:31,,0,,8,0,0,почти потерянные
12525,2025-01-09 12:20:14,,0,,9,1,249,лояльные
15173,2025-01-09 12:33:23,,0,,2,1,204,лояльные
83738,2025-01-09 12:43:48,,1,,2,1,190,неактивные
2800,2025-01-09 12:53:02,,0,,5,1,168,почти потерянные
33035,2025-01-09 13:02:48,,1,,5,1,132,неактивные
81897,2025-01-09 13:03:29,,0,,5,0,0,новые
38463,2025-01-09 13:14:01,,0,,3,0,0,лояльные
45680,2025-01-09 13:17:41,,0,,7,0,0,неактивные
59718,2025-01-09 13:24:02,,0,,9,1,527,неактивные
21019,2025-01-09 13:26:44,,0,,6,0,0,неактивные
9641,2025-01-09 13:46:50,,0,,8,1,139,почти потерянные
60601,2025-01-09 13:57:52,,0,,8,1,172,лояльные
90127,2025-01-09 14:03:04,,0,,6,0,0,новые
41631,2025-01-09 14:08:34,,0,,6,0,0,почти потерянные
33035,2025-01-09 14:38:43,,1,,8,1,431,неактивные
23448,2025-01-09 14:46:10,,0,,3,0,0,
71357,2025-01-09 14:56:26,,0,,4,0,0,лояльные
10995,2025-01-09 14:58:40,,0,,5,0,0,лояльные
46892,2025-01-09 15:01:20,,1,,4,0,0,лояльные
67894,2025-01-09 15:04:41,,0,,10,1,308,лояльные
6758,2025-01-09 15:13:23,,0,,4,0,0,лояльные
60148,2025-01-09 15:23:48,,0,,4,0,0,лояльные
10995,2025-01-09 15:29:04,,0,,9,0,0,лояльные
18308,2025-01-09 15:46:08,,1,,7,0,0,лояльные
12193,2025-01-09 15:46:18,,1,,5,1,369,лояльные
61305,2025-01-09 16:04:01,,0,,3,0,0,лояльные
43964,2025-01-09 16:05:03,,0,,6,0,0,лояльные
56996,2025-01-09 16:24:02,,0,,10,0,0,лояльные
31706,2025-01-09 16:50:10,,0,,6,0,0,почти потерянные
18308,2025-01-09 16:52:30,,0,,2,0,0,лояльные
65412,2025-01-09 17:04:28,,0,,8,1,96,лояльные
90832,2025-01-09 17:08:28,,1,,6,0,0,неактивные
43754,2025-01-09 17:10:30,,0,,5,1,233,неактивные
32894,2025-01-09 17:12:51,,0,,6,0,0,лояльные
49348,2025-01-09 17:18:19,,1,,4,0,0,лояльные
97720,2025-01-09 17:20:57,,1,,2,1,249,неактивные
62646,2025-01-09 17:27:53,,0,,5,0,0,
23225,2025-01-09 17:44:43,,0,,13,1,187,лояльные
28041,2025-01-09 17:50:15,,1,,7,0,0,лояльные
53215,2025-01-09 17:50:48,,0,,3,1,534,лояльные
58547,2025-01-09 18:09:05,,1,,4,0,0,неактивные
26407,2025-01-09 18:11:56,,0,,4,1,154,лояльные
7878,2025-01-09 18:15:26,,0,,4,1,222,лояльные
31523,2025-01-09 18:16:08,,1,,6,0,0,новые
9665,2025-01-09 18:19:32,,0,,8,1,459,лояльные
76542,2025-01-09 18:23:21,,0,,8,1,103,новые
31246,2025-01-09 18:35:18,,0,,4,0,0,ушедшие
59094,2025-01-09 18:48:57,,0,,6,0,0,лояльные
97720,2025-01-09 19:05:01,,0,,16,0,0,неактивные
88053,2025-01-09 19:05:09,,1,,8,0,0,неактивные
8310,2025-01-09 19:06:48,,0,,2,1,122,лояльные
48807,2025-01-09 19:09:22,,1,,7,0,0,почти потерянные
32884,2025-01-09 19:13:37,,0,,8,0,0,почти потерянные
9821,2025-01-09 19:22:08,,0,,2,0,0,лояльные
16025,2025-01-09 19:22:21,,0,,2,1,232,неактивные
44875,2025-01-09 19:25:32,,0,,6,1,456,неактивные
97184,2025-01-09 19:51:27,,0,,5,0,0,почти потерянные
58578,2025-01-09 20:41:28,,1,,6,1,493,лояльные
24175,2025-01-09 20:46:34,,0,,5,1,195,новые
97773,2025-01-09 20:50:41,,0,,5,1,256,неактивные
2806,2025-01-09 20:57:37,,1,,11,1,346,почти потерянные
6501,2025-01-09 20:58:35,,1,,7,0,0,неактивные
52613,2025-01-09 21:15:58,,0,,6,1,364,неактивные
43194,2025-01-09 21:20:07,,1,,5,0,0,
86713,2025-01-09 21:34:41,,0,,2,0,0,лояльные
63133,2025-01-09 21:42:26,,1,,6,0,0,неактивные
12029,2025-01-09 21:49:41,,0,,5,1,272,неактивные
68841,2025-01-09 22:00:33,,0,,7,0,0,ушедшие
38807,2025-01-09 22:16:04,,0,,3,0,0,почти потерянные
36136,2025-01-09 22:24:51,,1,,4,1,460,неактивные
43964,2025-01-09 22:31:53,,0,,4,0,0,лояльные
66504,2025-01-09 22:43:20,,1,,6,0,0,неактивные
18952,2025-01-09 22:46:13,,0,,8,1,261,лояльные
99290,2025-01-09 22:49:47,,1,,4,0,0,лояльные
20414,2025-01-09 22:51:06,,0,,11,1,151,неактивные
59718,2025-01-09 22:54:37,,1,,7,0,0,неактивные
29305,2025-01-09 22:55:01,,0,,5,0,0,неактивные
16782,2025-01-09 23:06:37,,0,,6,0,0,лояльные
28552,2025-01-09 23:07:51,,0,,7,0,0,
57697,2025-01-09 23:19:16,,0,,2,1,475,неактивные
88079,2025-01-09 23:45:20,,0,,5,1,348,лояльные
77463,2025-01-09 23:52:30,,1,,4,1,200,лояльные
48886,2025-01-10 00:13:01,,0,,5,1,291,лояльные
70947,2025-01-10 00:13:06,,1,,8,0,0,неактивные
34272,2025-01-10 00:37:48,,1,,8,0,0,ушедшие
82188,2025-01-10 00:46:17,,0,,3,0,0,неактивные
93782,2025-01-10 00:57:25,,1,,5,1,235,лояльные
65090,2025-01-10 01:02:29,,0,,5,1,1018,лояльные
67542,2025-01-10 01:12:00,,0,,10,0,0,почти потерянные
90156,2025-01-10 01:50:41,,1,,7,0,0,почти потерянные
36533,2025-01-10 02:37:32,,0,,6,0,0,лояльные
93991,2025-01-10 02:42:26,,1,,7,0,0,лояльные
73304,2025-01-10 02:46:20,,0,,5,0,0,лояльные
39576,2025-01-10 02:48:35,,1,,4,1,338,почти потерянные
75691,2025-01-10 02:52:23,,0,,5,0,0,неактивные
88079,2025-01-10 02:52:24,,0,,3,1,238,лояльные
42321,2025-01-10 03:01:40,,0,,8,1,150,лояльные
69741,2025-01-10 03:20:44,,0,,6,0,0,лояльные
18952,2025-01-10 03:20:53,,0,,4,0,0,лояльные
46474,2025-01-10 03:28:14,,0,,2,0,0,новые
46767,2025-01-10 03:35:19,,1,,3,0,0,почти потерянные
83321,2025-01-10 03:42:48,,0,,12,0,0,почти потерянные
48819,2025-01-10 03:51:31,,0,,8,0,0,лояльные
49852,2025-01-10 04:10:31,,0,,3,0,0,лояльные
12115,2025-01-10 04:16:03,,1,,2,1,149,неактивные
97476,2025-01-10 04:16:23,,0,,5,1,156,лояльные
83321,2025-01-10 04:20:11,,0,,3,0,0,почти потерянные
45400,2025-01-10 04:34:12,,0,,1,0,0,лояльные
46892,2025-01-10 05:06:50,,1,,6,0,0,лояльные
85369,2025-01-10 05:34:31,,0,,9,1,256,
45027,2025-01-10 06:25:35,,1,,7,0,0,лояльные
80681,2025-01-10 07:01:14,,1,,8,1,169,почти потерянные
11409,2025-01-10 07:28:59,,1,,6,1,195,лояльные
43540,2025-01-10 07:30:33,,0,,7,1,268,лояльные
31171,2025-01-10 07:43:40,,0,,9,0,0,лояльные
5080,2025-01-10 07:52:37,,0,,6,0,0,неактивные
73987,2025-01-10 08:00:24,,0,,8,0,0,новые
60190,2025-01-10 08:04:21,,0,,9,1,375,лояльные
86577,2025-01-10 08:09:03,,0,,9,1,220,лояльные
16754,2025-01-10 08:12:34,,0,,4,0,0,неактивные
76542,2025-01-10 08:36:02,,0,,4,1,290,новые
83235,2025-01-10 08:40:12,,0,,10,1,156,почти потерянные
14403,2025-01-10 09:03:13,,1,,3,0,0,
48288,2025-01-10 09:07:09,,1,,8,0,0,неактивные
47485,2025-01-10 09:20:00,,1,,1,0,0,лояльные
91745,2025-01-10 09:31:26,,0,,3,0,0,лояльные
19134,2025-01-10 09:32:29,,0,,3,0,0,лояльные
81100,2025-01-10 09:41:38,,1,,8,1,189,лояльные
9641,2025-01-10 09:59:02,,0,,8,0,0,почти потерянные
59261,2025-01-10 10:01:24,,0,,8,0,0,ушедшие
78289,2025-01-10 10:24:15,,0,,9,0,0,лояльные
48966,2025-01-10 10:24:27,,0,,7,0,0,почти потерянные
33882,2025-01-10 10:27:21,,0,,8,0,0,неактивные
61721,2025-01-10 10:30:06,,0,,5,1,86,неактивные
12525,2025-01-10 10:35:04,,0,,7,0,0,лояльные
24806,2025-01-10 10:42:09,,0,,4,0,0,лояльные
18840,2025-01-10 10:53:04,,0,,7,0,0,ушедшие
61305,2025-01-10 10:59:51,,0,,4,1,342,лояльные
40385,2025-01-10 11:05:31,,1,,4,0,0,лояльные
37100,2025-01-10 11:27:00,,1,,5,0,0,ушедшие
67503,2025-01-10 11:28:30,,0,,3,1,405,лояльные
42038,2025-01-10 11:31:32,,0,,6,0,0,лояльные
78289,2025-01-10 11:41:32,,1,,3,0,0,лояльные
94312,2025-01-10 11:45:53,,0,,10,0,0,лояльные
48622,2025-01-10 11:53:40,,0,,2,0,0,
76030,2025-01-10 11:58:33,,1,,7,1,213,почти потерянные
99825,2025-01-10 11:58:56,,1,,5,0,0,лояльные
79079,2025-01-10 12:13:09,,0,,10,0,0,лояльные
4545,2025-01-10 12:30:32,,0,,4,1,176,лояльные
45601,2025-01-10 12:50:15,,1,,9,0,0,лояльные
62035,2025-01-10 13:02:49,,0,,3,0,0,лояльные
52333,2025-01-10 13:03:04,,0,,2,0,0,почти потерянные
78553,2025-01-10 13:06:17,,0,,7,1,158,лояльные
61011,2025-01-10 13:07:15,,0,,7,0,0,почти потерянные
21231,2025-01-10 13:36:57,,0,,6,1,194,почти потерянные
97141,2025-01-10 13:43:38,,0,,7,0,0,почти потерянные
13849,2025-01-10 13:44:57,,0,,6,1,230,почти потерянные
18550,2025-01-10 13:48:31,,0,,9,0,0,лояльные
24489,2025-01-10 13:51:13,,0,,7,0,0,неактивные
97893,2025-01-10 14:08:42,,0,,3,0,0,почти потерянные
90247,2025-01-10 14:18:16,,0,,4,0,0,лояльные
88880,2025-01-10 14:19:46,,0,,3,0,0,новые
67499,2025-01-10 14:46:50,,0,,10,0,0,почти потерянные
47204,2025-01-10 14:54:04,,0,,7,1,369,неактивные
21231,2025-01-10 14:59:06,,0,,8,0,0,почти потерянные
95415,2025-01-10 15:08:14,,0,,5,1,184,лояльные
23425,2025-01-10 15:10:41,,0,,5,0,0,лояльные
46396,2025-01-10 15:19:50,,0,,11,1,824,лояльные
91745,2025-01-10 15:31:03,,0,,10,0,0,лояльные
22864,2025-01-10 15:41:30,,0,,9,1,128,почти потерянные
38513,2025-01-10 15:49:54,,0,,7,0,0,лояльные
60498,2025-01-10 16:14:06,,1,,6,0,0,лояльные
64198,2025-01-10 16:14:14,,1,,10,0,0,лояльные
99755,2025-01-10 16:25:31,,0,,6,0,0,неактивные
65514,2025-01-10 16:27:36,,1,,12,0,0,лояльные
54644,2025-01-10 16:30:38,,0,,3,0,0,ушедшие
76584,2025-01-10 17:01:41,,0,,5,1,88,неактивные
96091,2025-01-10 17:10:05,,0,,9,0,0,
20189,2025-01-10 17:39:04,,0,,6,0,0,лояльные
19134,2025-01-10 17:40:22,,0,,7,1,364,лояльные
15338,2025-01-10 17:41:32,,0,,4,1,290,лояльные
97930,2025-01-10 17:45:38,,1,,6,0,0,новые
83235,2025-01-10 18:36:09,,0,,5,0,0,почти потерянные
94050,2025-01-10 18:44:58,,0,,4,0,0,
86913,2025-01-10 18:59:17,,0,,7,1,197,лояльные
87152,2025-01-10 19:04:03,,0,,4,0,0,новые
7822,2025-01-10 19:10:55,,0,,3,1,678,неактивные
40181,2025-01-10 19:11:39,,1,,5,1,269,лояльные
80956,2025-01-10 19:37:47,,0,,4,0,0,неактивные
8903,2025-01-10 19:57:14,,0,,3,0,0,почти потерянные
9364,2025-01-10 20:10:01,,0,,10,1,168,неактивные
88553,2025-01-10 20:14:19,,0,,4,0,0,лояльные
23425,2025-01-10 20:18:05,,0,,6,0,0,лояльные
79282,2025-01-10 20:21:37,,0,,5,0,0,почти потерянные
8479,2025-01-10 20:25:07,,0,,7,0,0,почти потерянные
63860,2025-01-10 20:29:38,,0,,11,0,0,новые
80926,2025-01-10 20:32:14,,1,,3,1,167,лояльные
39079,2025-01-10 20:35:12,,1,,6,0,0,неактивные
46402,2025-01-10 20:42:55,,1,,3,1,183,лояльные
4565,2025-01-10 20:44:11,,0,,7,1,300,лояльные
73031,2025-01-10 20:50:33,,0,,4,0,0,неактивные
36056,2025-01-10 20:53:21,,0,,5,0,0,
68370,2025-01-10 21:02:23,,1,,11,0,0,
9197,2025-01-10 21:26:04,,1,,5,0,0,почти потерянные
99290,2025-01-10 21:29:25,,0,,7,1,164,лояльные
85369,2025-01-10 21:42:22,,0,,4,0,0,
8244,2025-01-10 21:45:39,,0,,7,0,0,лояльные
22452,2025-01-10 21:46:48,,0,,8,0,0,лояльные
63008,2025-01-10 21:53:00,,1,,9,0,0,лояльные
5622,2025-01-10 22:01:00,,0,,7,1,111,новые
5613,2025-01-10 22:10:36,,0,,6,0,0,лояльные
53405,2025-01-10 22:17:51,,0,,7,0,0,неактивные
11639,2025-01-10 22:27:24,,0,,9,1,144,лояльные
21570,2025-01-10 22:29:39,,0,,5,1,262,лояльные
43540,2025-01-10 22:37:28,,1,,5,0,0,лояльные
31688,2025-01-10 22:39:32,,0,,11,1,174,лояльные
77115,2025-01-10 23:06:49,,0,,5,0,0,почти потерянные
5226,2025-01-10 23:19:02,,0,,14,1,202,почти потерянные
57896,2025-01-10 23:23:29,,0,,4,0,0,лояльные
69206,2025-01-10 23:28:24,,0,,5,0,0,лояльные
43194,2025-01-10 23:30:00,,0,,5,1,182,
52563,2025-01-10 23:30:41,,0,,4,0,0,почти потерянные
63211,2025-01-10 23:33:11,,0,,9,0,0,лояльные
21231,2025-01-10 23:35:08,,1,,8,1,241,почти потерянные
73239,2025-01-10 23:40:27,,1,,2,0,0,почти потерянные
76542,2025-01-10 23:49:14,,0,,13,1,122,новые
15479,2025-01-11 00:14:03,,0,,2,1,502,почти потерянные
99024,2025-01-11 00:15:29,,0,,8,1,83,лояльные
1477,2025-01-11 01:21:34,,0,,7,1,303,почти потерянные
75725,2025-01-11 01:33:57,,0,,1,0,0,лояльные
1740,2025-01-11 01:39:17,,0,,10,0,0,почти потерянные
17016,2025-01-11 02:24:44,,0,,9,0,0,лояльные
2106,2025-01-11 03:12:32,,0,,8,1,357,неактивные
90371,2025-01-11 03:21:45,,0,,5,0,0,почти потерянные
29300,2025-01-11 03:35:04,,0,,5,0,0,ушедшие
64987,2025-01-11 04:11:46,,0,,9,1,318,почти потерянные
81027,2025-01-11 04:14:02,,0,,7,1,101,неактивные
15338,2025-01-11 05:59:53,,0,,5,0,0,лояльные
59863,2025-01-11 06:07:09,,0,,9,0,0,лояльные
77763,2025-01-11 06:33:50,,1,,6,1,485,почти потерянные
86645,2025-01-11 06:56:32,,0,,6,1,162,лояльные
53974,2025-01-11 06:59:00,,0,,9,0,0,
85554,2025-01-11 06:59:51,,0,,9,0,0,ушедшие
31712,2025-01-11 07:25:16,,1,,2,0,0,неактивные
2954,2025-01-11 07:42:23,,1,,7,0,0,лояльные
79339,2025-01-11 08:23:26,,0,,10,1,173,лояльные
62035,2025-01-11 08:23:34,,1,,7,0,0,лояльные
63667,2025-01-11 08:27:50,,0,,7,0,0,лояльные
26501,2025-01-11 08:35:22,,0,,6,0,0,неактивные
86577,2025-01-11 08:53:35,,0,,4,1,313,лояльные
90154,2025-01-11 08:55:46,,0,,4,1,513,лояльные
69428,2025-01-11 09:02:05,,1,,13,1,147,неактивные
40952,2025-01-11 09:10:36,,1,,7,1,312,
96479,2025-01-11 09:12:15,,0,,8,0,0,ушедшие
1423,2025-01-11 09:21:00,,0,,5,0,0,лояльные
2180,2025-01-11 09:30:20,,1,,5,0,0,
33294,2025-01-11 09:42:23,,0,,6,0,0,
75304,2025-01-11 09:46:35,,0,,7,1,437,неактивные
61011,2025-01-11 09:54:13,,0,,5,1,210,почти потерянные
28668,2025-01-11 10:11:18,,0,,8,0,0,лояльные
36661,2025-01-11 10:20:44,,1,,7,0,0,лояльные
47872,2025-01-11 10:26:24,,0,,3,0,0,лояльные
88880,2025-01-11 10:32:24,,0,,5,1,419,новые
46628,2025-01-11 11:19:40,,1,,3,0,0,неактивные
19729,2025-01-11 11:34:38,,1,,11,0,0,неактивные
93202,2025-01-11 11:35:01,,0,,5,0,0,почти потерянные
54160,2025-01-11 11:48:27,,0,,2,0,0,почти потерянные
86198,2025-01-11 11:50:47,,0,,6,0,0,новые
64987,2025-01-11 11:52:44,,0,,7,1,329,почти потерянные
71895,2025-01-11 11:58:53,,1,,8,0,0,почти потерянные
22056,2025-01-11 11:58:54,,0,,8,0,0,лояльные
56258,2025-01-11 12:02:18,,0,,3,1,255,лояльные
93189,2025-01-11 12:08:22,,1,,6,1,212,неактивные
31712,2025-01-11 12:14:08,,0,,7,1,243,неактивные
19668,2025-01-11 12:14:40,,0,,6,1,131,ушедшие
90371,2025-01-11 12:38:31,,0,,6,1,651,почти потерянные
49362,2025-01-11 12:53:06,,0,,7,0,0,лояльные
74175,2025-01-11 12:53:23,,0,,4,0,0,почти потерянные
15338,2025-01-11 12:57:39,,1,,5,1,141,лояльные
24633,2025-01-11 13:05:40,,1,,6,0,0,новые
60503,2025-01-11 13:07:59,,0,,8,1,290,неактивные
63860,2025-01-11 13:11:41,,0,,8,1,148,новые
87985,2025-01-11 13:15:53,,0,,6,1,183,лояльные
87715,2025-01-11 13:49:03,,0,,5,0,0,
25427,2025-01-11 13:56:19,,0,,4,1,250,почти потерянные
21811,2025-01-11 14:01:22,,0,,10,1,348,лояльные
55431,2025-01-11 14:06:27,,0,,4,1,189,лояльные
63924,2025-01-11 14:09:09,,0,,10,0,0,лояльные
69741,2025-01-11 14:16:41,,0,,5,0,0,лояльные
32666,2025-01-11 14:23:54,,1,,4,1,303,неактивные
3922,2025-01-11 14:24:28,,0,,8,1,340,новые
70498,2025-01-11 14:27:01,,0,,6,0,0,почти потерянные
3922,2025-01-11 14:28:51,,0,,5,0,0,новые
44296,2025-01-11 15:00:24,,0,,9,0,0,неактивные
78119,2025-01-11 15:08:09,,1,,1,1,271,неактивные
91652,2025-01-11 15:09:17,,1,,4,0,0,лояльные
50584,2025-01-11 15:17:27,,0,,5,0,0,лояльные
56219,2025-01-11 15:36:39,,0,,5,0,0,неактивные
41909,2025-01-11 15:51:51,,0,,2,0,0,почти потерянные
37439,2025-01-11 16:02:11,,0,,4,0,0,неактивные
98996,2025-01-11 16:15:30,,0,,9,0,0,неактивные
67851,2025-01-11 16:17:31,,0,,5,1,105,лояльные
42321,2025-01-11 16:36:19,,0,,3,0,0,лояльные
24356,2025-01-11 16:41:15,,0,,4,0,0,лояльные
90832,2025-01-11 16:46:26,,0,,2,0,0,неактивные
87152,2025-01-11 16:52:52,,0,,9,0,0,новые
99825,2025-01-11 17:02:07,,1,,6,0,0,лояльные
70960,2025-01-11 17:04:43,,0,,4,0,0,ушедшие
15075,2025-01-11 17:08:06,,0,,6,0,0,почти потерянные
25801,2025-01-11 17:12:03,,0,,5,0,0,
47550,2025-01-11 17:17:14,,0,,7,0,0,почти потерянные
42603,2025-01-11 17:19:34,,0,,5,0,0,лояльные
23448,2025-01-11 17:23:37,,0,,6,0,0,
86102,2025-01-11 17:24:13,,0,,7,1,320,неактивные
86280,2025-01-11 17:44:59,,0,,3,0,0,ушедшие
12971,2025-01-11 17:49:53,,1,,3,0,0,
15479,2025-01-11 17:53:36,,1,,5,1,196,почти потерянные
46892,2025-01-11 17:54:39,,0,,6,0,0,лояльные
54160,2025-01-11 18:01:34,,0,,6,0,0,почти потерянные
58578,2025-01-11 18:01:44,,0,,6,1,475,лояльные
73304,2025-01-11 18:19:30,,0,,8,1,79,лояльные
29017,2025-01-11 18:31:29,,0,,4,0,0,почти потерянные
41120,2025-01-11 18:39:04,,0,,4,0,0,почти потерянные
50170,2025-01-11 18:44:59,,0,,8,0,0,почти потерянные
23457,2025-01-11 18:47:49,,0,,8,1,146,почти потерянные
26407,2025-01-11 18:57:02,,0,,8,1,363,лояльные
38942,2025-01-11 18:57:05,,0,,10,1,273,неактивные
72265,2025-01-11 18:58:40,,0,,6,0,0,неактивные
86713,2025-01-11 19:06:37,,0,,8,0,0,лояльные
1871,2025-01-11 19:07:04,,1,,8,0,0,новые
14927,2025-01-11 19:13:00,,1,,7,0,0,лояльные
78375,2025-01-11 19:26:50,,0,,4,0,0,неактивные
